wo_id,sdr_id,part_number,part_name,jasc_code,maintenance_type,discovery_code,fault_code,action_code,task_type,mel_code,repair_duration_hours,aog_flag,backorder_delay_days,labor_hours,turnaround_time_hours,deferred_flag,priority,work_accomplished
WO004360,SWAA2025012782830,,ANGLE,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,9,16.8,234,0,Low,Removed corrosion on angle; treated and protected area. SDR discrepancy: AFT CARGO L/H TRANSITION ANGLE STA 767-787 HAS CORROSION.<[01] REMOVED CORROSION IN AFT CARGO L/H TRANSITION ANGLE STA 7
WO004361,AALA202502067082,143A750U1188,TRANSITION PANEL,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,0,18.4,18,0,High,Removed corrosion on transition panel; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT TRANSITION PANEL LOCATED FROM STA 500D TO STA 500E 
WO004362,AALA202502041564,,TORQUE BOX,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,12,24.8,306,0,Low,Removed corrosion on torque box; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION APU TORQUE BOX LEFT HAND SIDE LOWER CHORD FROM STA 1102 TO STA 1105 AT S14L. REP
WO004363,SWAA2025010382711,,LIGHT,3350,Line,OP,OTHER,R&R,Remove & Replace,N,2,0,15,2.2,362,0,Low,Removed and replaced light; performed operational test. SDR discrepancy: EXIT SIGN COVERS KNOCKED OFF<[01] R&R AISLE EXIT LT ASSY PER AMM 33-51-01
WO004364,AALA202501080556,,GIRT BAR,2560,Line,OP,OTHER,R&R,Remove & Replace,N,2,0,9,2.0,218,0,Low,Removed and replaced girt bar; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: R1 GIRT BAR WILL NOT LATCH PROPERLY. ADJUSTED GIRT BAR LATCH. PER AMM 25-66-01.
WO004365,SWAA2025010883848,,FLASHLIGHT,2560,Line,OP,OTHER,R&R,Remove & Replace,N,2,0,11,2.4,266,0,Low,Removed and replaced flashlight; performed operational test. SDR discrepancy: ONE FWD ATTENDANT FLASHLIGHT BLINKING RED<[01] R&R FWD FLIGHT ATTENDANT FLASHLIGHT & BATTERY IAW AMM 25-64-00. OPS CHECK
WO004366,ASAA2025011355904,147A571234,WEB,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,0,19.0,18,0,High,Removed corrosion on web; treated and protected area. SDR discrepancy: L/H AFT CABIN AT STA 992 FLOOR SUPPORT WEB UPPER SURFACE HAS CORROSION GROUNDED - YES. REMOVED CORROSION IAW B737-800 SR
WO004367,CALA2025010901845,,ENGINE,7200,Overnight,OP,OTHER,TS,Troubleshooting,N,2,0,9,2.7,218,0,Low,Troubleshot engine for reported condition: other. SDR discrepancy: E2 ESN 60A202 HAD POWER FLUCTUATIONS ON CLIMB DURING FERRY FLIGHT FROM EWR TO CLE. SUBJECT A/C A/R BACK INTO EWR. PLEASE
WO004368,SCNA20250110009,,COVER,2560,Line,V,OTHER,R&R,Remove & Replace,N,2,0,12,2.6,290,0,Low,Removed and replaced cover; performed operational test. SDR discrepancy: DEFECT 794818 DOOR R1 MISSING COVER ON SIDE GAUGE ON DOOR. RESOLUTION: RESECURED COVER OVER GAUGE REF AMM 25-66-00.
WO004369,AALA202501134004,5A3307701,SLIDE,2565,Line,V,OTHER,R&R,Remove & Replace,N,2,0,0,2.1,2,0,High,Removed and replaced slide; performed operational test. SDR discrepancy: AIRCRAFT WAS GROUNDED: SLIDE ON L1 DOOR FELL OUT OF BUSTLE WHILE AIRCRAFT CLEANERS WERE OPERATING THE DOOR. THE GIRT BAR
WO004370,SWAA2025012887175,,TRAY,2520,Line,V,OTHER,R&R,Remove & Replace,N,2,1,11,1.6,266,0,High,Removed and replaced tray; performed operational test. SDR discrepancy: SEATS ROW 14 ABC; ROW 14 DEF DON'T HAVE THE PRESENCE OF ONE-WAY TRAY TABLE LATCHES ON THE BACK OF THE EMERGENCY EXIT SEA
WO004371,SWAA2025013091332,,BATTERY PACK,3350,Line,V,FAILED,R&R,Remove & Replace,N,4,1,12,5.6,292,0,High,Removed and replaced battery pack; performed operational test. SDR discrepancy: AFT OF R/H SECOND EMERGENCY EXIT HATCH EMERGENCY LIGHTS INOP. <[01] R&R BATTERY PACK AT SEAT ROW 20DEF AND AFT GALLEY IA
WO004372,SWAA2025013090937,,BATTERY PACK,3350,Line,V,FAILED,R&R,Remove & Replace,N,4,0,13,5.3,316,0,Low,Removed and replaced battery pack; performed operational test. SDR discrepancy: AFT ENTRY DOOR EMERGENCY LIGHT INOP<[01] REMOVED AND REPLACED EMERGENCY LIGHT BATTERY PACK AT LOCATION M01673 AFT GALLEY
WO004373,SWAA2025012885001,,FLOOR PANEL,5321,Base,V,OTHER,RPR,Repair,N,12,0,15,14.9,372,0,Low,Repaired floor panel for condition: other; tested serviceable. SDR discrepancy: CABIN FLOOR PANEL 241BF IS DENTED/DAMAGED/ PULLED FIBERS<[01] REMOVED & REPLACED CABIN FLOOR PANEL 241BF AS PER AMM 53-2
WO004374,SWAA2025012885131,,FLOOR SUPPORT,5320,Base,V,CRACKED,RPR,Repair,N,22,0,11,25.9,286,0,Low,Repaired floor support for condition: cracked; tested serviceable. SDR discrepancy: PASSENGER CABIN FLOOR SUPPORT STA. 540 LBL 0-LBL 24 CRACKED AT INBOARD ATTACH FASTENER.<[01] REMOVED AND REPLACED CABIN 
WO004375,AALA202501131623,,PUMP,2822,Overnight,OP,FAILED,R&R,Remove & Replace,N,4,0,13,5.6,316,0,Low,"Removed and replaced pump; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: AFTER LEVEL OFF AT CRUISE, WHEN SELECTING CENTER FUEL PUMPS ON TO BURN 500LBS OF FUEL FROM CE"
WO004376,AALA202501132199,609891005,PUMP,2822,Overnight,OP,FAILED,R&R,Remove & Replace,N,4,0,0,3.5,4,0,Medium,Removed and replaced pump; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: LEFT CENTER TANK FUEL BOOST PUMP REMAINS ILLUMINATED AFTER SELECTED ON. THIS IS A REPEAT ITEM
WO004377,SWAA2025011385358,,BATTERY PACK,3350,Line,OP,FAILED,R&R,Remove & Replace,N,4,1,13,4.7,316,0,High,Removed and replaced battery pack; performed operational test. SDR discrepancy: FWD. ENTRY DOOR (L1) EMERGENCY EXIT SIGN LIGHT INOP<[01] REMOVED AND REPLACED FWD L/H EMERGENCY LIGHTS POWER SUPPLY BATT
WO004378,SWAA2025012884963,,BATTERY PACK,3350,Line,V,FAILED,R&R,Remove & Replace,N,4,0,14,4.8,340,0,Low,Removed and replaced battery pack; performed operational test. SDR discrepancy: LEFT OVERWING EXIT CNTER LOWER LIGHT IS INOP <[01]. JOB COMPLETED ON CARD TTG8Q00Y2TLW; [02] VERIFIED ITEM 1. AUDIT C/W.
WO004379,AALA202502143517,147A8540U8,ANGLE,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,0,14.6,18,0,High,"Removed corrosion on angle; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION ON RIGHT HAND AFT ENTRY DOOR LOWER SILL CHORD (CREASE ANGLE) LOCATED AT BS 950, "
WO004380,AALA202501231472,147A56603,FLOOR SUPPORT,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,1,0,18.7,18,0,High,"Removed corrosion on floor support; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR STRUCTURE INTERCOSTAL FROM STA 947 TO STA 967, LBL 25. "
WO004381,AALA202501223181,,DOOR LATCH,5250,Line,V,OTHER,RPR,Repair,N,2,0,12,2.0,290,0,Low,Repaired door latch for condition: other; tested serviceable. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: LAV D DOOR LOCK STICKING. LUBED LAV D DOOR.
WO004382,SCNA20250429137,,SKIN,5512,Line,OP,CRACKED,RPR,Repair,N,12,0,11,14.3,276,0,Low,"Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: L/H HORIZONTAL STABILIZER STAB STA 147.90, 15.5"" AND 23"" AFT FROM FRONT SPAR LOWER INSPAR SKIN WITH CRACKS (2EA) SEE ENG"
WO004383,AALA202501225425,,UNKNOWN,2120,Overnight,OP,OTHER,TS,Troubleshooting,N,2,0,12,2.0,290,0,Low,"Troubleshot unknown for reported condition: other. SDR discrepancy: AIRCRAFT WAS GROUNDED: AFTER FIRST ENGINE START EXCESSIVE FUME SMELL IN CABIN, LINGEREDAND GOT PROGRESSIVELY WORSE AS TA"
WO004384,ASAA2025012056708,146A31319,SKIN,5330,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,0,15.9,18,0,High,Removed corrosion on skin; treated and protected area. SDR discrepancy: CORROSION ON SKIN AT STR 4L AND STA727C SRXR430X. GROUNDED - YES. ACCOMPLISHED CATEGORY B MAJOR REPAIR TO FUSELAGE SKIN 
WO004385,ASAA2025013056109,147A581023,FLOOR PANEL,5321,Base,V,OTHER,RPR,Repair,N,12,0,0,13.7,12,0,High,"Repaired floor panel for condition: other; tested serviceable. SDR discrepancy: FLOOR PANEL PN 147A5810-23, HAS A DELAMINATION. GROUNDED - YES. PERFORMED PERMANENT REPAIRS ON FLOOR PANEL PN: 147A5810-"
WO004386,SWAA2025020483634,,FLOOR PANEL,5321,Base,V,OTHER,RPR,Repair,N,12,0,13,11.6,324,0,Low,Repaired floor panel for condition: other; tested serviceable. SDR discrepancy: DELAMINATED FLOOR PANEL 221DF AT PASSENGER CABIN 2024-779325<[01] REPLACED FLOOR PANEL 221DF AT FWD GALLEY AREA IAW B737
WO004387,SCNA20250506168,,FLOORBEAM,5315,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,12,16.3,306,0,Low,Removed corrosion on floorbeam; treated and protected area. SDR discrepancy: PASSENGER COMPARTMENT FLOOR STRUCTURE AT STA 986.5 BETWEEN RBL 45 AND LBL 45 FLOOR BEAM UPPER CHORD WITH CORROSION IN SE
WO004388,SWAA2025020583796,,PLATE,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,13,16.3,330,0,Low,Removed corrosion on plate; treated and protected area. SDR discrepancy: CORROSION ON PLATE LOCATED BS 1016 PLUS 14 INCHES LBL 4 WL 208.1 AT AFT GALLEY AREA 2024-779342 <[01]. REPLACED PLATE LO
WO004389,SWAA2025020584049,,SUPPORT,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,1,13,21.3,330,0,High,Removed corrosion on support; treated and protected area. SDR discrepancy: CORROSION ON SUPPORT ZEE LOCATED BTW BS500E TO BS500G LBL21 AND WL156 AT FWD CARGO COMPARTMENT 2024-779360<[01]. FAULT R
WO004390,AALA202501226236,,DOOR,3350,Line,V,OTHER,R&R,Remove & Replace,N,2,0,13,1.8,314,0,Low,Removed and replaced door; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: FORWARD LAVATORY DOOR STICKS BADLY ON THE BOTTOM DOOR FRAME. RESECURED FASTENER ON BOTTOM DOO
WO004391,AALA202501289075,ECEL204501,LIGHT,3350,Line,V,CRACKED,RPR,Repair,N,12,1,0,10.4,12,0,High,Repaired light for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: 2EA BOTTOM EMERGENCY LIGHTS IS CRACKED LOCATED AT G7. REMOVE AND REPLACED 2EA (AALA2025012
WO004392,AALA202501272158,607551005,PUMP,2822,Line,OP,OTHER,TS,Troubleshooting,N,2,1,0,1.8,2,0,High,Troubleshot pump for reported condition: other. SDR discrepancy: AIRCRAFT WAS GROUNDED: LEFT FOWARD FUEL PUMP LOW PRESSURE LIGHT ILLUMINATED IN FLIGHT WITH 7.25 FUEL IN LEFT TANK. COMPL
WO004393,AALA202501249100,,DOOR,5250,Line,OP,OTHER,RPR,Repair,N,2,0,10,2.2,242,0,Low,Repaired door for condition: other; tested serviceable. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: LAVATORY-D DOOR IS DIFFICULT TO OPEN. MAINTAINCES VERIFIES THAT THE BI-FOLD DOOR FOR AFT LAVA
WO004394,AALA202502256247,,SKIN,5512,Line,V,CRACKED,RPR,Repair,N,12,0,14,16.8,348,0,Low,"Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN LEFT HAND HORIZONTAL STABILIZER LOWER SKIN LOCATED AT STABILIZER STA 184.70, 17 I"
WO004395,CALA2025022600447,147A56601,FLOOR SUPPORT,5320,Base,OP,CORRODED,CORR,Corrosion Removal,N,18,0,0,14.7,18,0,High,Removed corrosion on floor support; treated and protected area. SDR discrepancy: AFT CABIN WET AREA FLOOR SUPPORT INTERCOSTAL CORR. AT FASTENERS HOLES LBL 50 BETWEEN STA 947.75 AND 967. REMOVED AND REP
WO004396,AALA202501302137,,POWER SUPPLY,3350,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,12,4.5,292,0,Low,Removed and replaced power supply; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: RIGHT AFT EMERGENCY POWER SUPPLY INOPERATIVE. REMOVE AND REPALCED AFT EMERGENCY POWER SUPPLY.
WO004397,SWAA2025011585970,,GIRT BAR,2560,Line,V,LOOSE,ADJ,Adjustment,N,2,0,13,2.5,314,0,Low,Adjusted girt bar to correct loose. SDR discrepancy: FWD SVC DOOR GIRT BAR CLIP LOOSE.<[01] SECURED FWD GIRT BAR CLIP WITH HARDWARE PER SRM 51-40-02
WO004398,SWAA2025010683220,,FLASHLIGHT,2560,Line,OP,FAILED,R&R,Remove & Replace,N,4,1,9,4.0,220,0,High,Removed and replaced flashlight; performed operational test. SDR discrepancy: CREW REPORTS AFT CAPT. SIDE FLASHLIGHT INOP<[01] REPLACED FLASHLIGHT ASSY. IAW AMM 25-64-00; OPS CHECKS GOOD
WO004399,AALA202502037186,111A24012,FITTING,5320,Base,V,CRACKED,RPR,Repair,N,22,0,0,21.8,22,0,High,Repaired fitting for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING AT BS 540 AND LBL 32.40. REPLACE
WO004400,AALA202502035428,,THRESHOLD,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,10,23.4,258,0,Low,Removed corrosion on threshold; treated and protected area. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT THRESHOLD PLATE FROM STA 440 TO STA 480 AT RBL 32. 
WO004401,CALA2025012300189,147A5504,FLOORBEAM,5315,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,0,21.6,18,0,High,Removed corrosion on floorbeam; treated and protected area. SDR discrepancy: AFT WET AREA FLOOR BEAM UPPER SURFACE HAS CORROSION AROUND LAV FITTING STA 947.5 LBL 50. REF AAR N/R 9940368.
WO004402,CALA2025012300190,BAC149028857075T,FLOORBEAM,5315,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,0,18.8,18,0,High,Removed corrosion on floorbeam; treated and protected area. SDR discrepancy: AFT WET AREA FLOOR BEAM UPPER SURFACE AROUND LAV FITTING HAS CORROSION AT STA 947.5 RBL.52. REF AAR N/R 9940373.
WO004403,CALA2025012302001,,COVER,2565,Line,V,LOOSE,ADJ,Adjustment,N,2,0,9,2.0,218,0,Low,Adjusted cover to correct loose. SDR discrepancy: SLIDE PACK COVER DOOR 2R COMING LOOSE VERIFIED FOR TIGHTNESS AND SECURITY OF COVER AND MOUNTING HARDWARE. SLIDE PACK BUS
WO004404,CALA2025012402011,,LAMP,3350,Line,V,FAILED,R&R,Remove & Replace,N,4,0,11,3.8,268,0,Low,Removed and replaced lamp; performed operational test. SDR discrepancy: LIGHT INOP ON AFT OF 20ABC EMERGENCY DOOR WINDOW. - EMERGENCY LIGHTING SYSTEM OPERATIONAL CHECK {B737-33-3-0235} - R&R W
WO004405,CALA2025011601932,41310203,PUMP,4990,Overnight,OP,LEAKING,RPR,Repair,N,4,0,0,3.8,4,0,Medium,Repaired pump for condition: leaking; tested serviceable. SDR discrepancy: APU AUTO SHUTDOWN IN FLIGHT. RESTARTED- AUTOSHUTDOWN AGAIN.UPDATED MAA CODE FIX USING VENDOR MAA SCREEN PLEASE CONTACT T
WO004406,DALA2025011600364,,SKIN,5512,Overnight,V,CRACKED,RPR,Repair,N,12,0,14,13.3,348,0,Low,Repaired skin for condition: cracked; tested serviceable. SDR discrepancy: (LOG 0760839) CRACKS ON LOWER SURFACE SKIN ON RIB NO. 8 AT RH HORIZONTAL STABILIZER. HORIZONTAL STABILIZER WAS REPAIRED 
WO004407,DALA2025011600375,,GUST LOCK,5210,Line,V,OTHER,RPR,Repair,N,2,0,9,1.9,218,0,Low,Repaired gust lock for condition: other; tested serviceable. SDR discrepancy: (LOG 6595628) FOUND GUST LOCK BROKE. REM/RPLCD GUST LOCK CONTROL ROD 737 MM 52-11.
WO004408,DALA2025012100481,,SUPPORT FRAME,5310,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,10,14.7,258,0,Low,"Removed corrosion on support frame; treated and protected area. SDR discrepancy: (LOG 0767345) CORROSION ON STA540 BULKHEAD FWD LOWER CORD, BILDGE AREA, RBL5-LBL5. ACCOMPLISHED REPAIR AT 540STA BULKHEA"
WO004409,DALA2025012100484,,PLATE,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,12,21.3,306,0,Low,"Removed corrosion on plate; treated and protected area. SDR discrepancy: (LOG 0767670) CORROSION ON SIDE PLATE ZEE LH SIDE BTW STA 727+4 TO STA 727F+10.5, STA 727F+10.5 TO STA 727J+7.0 AND STA "
WO004410,CALA2025012402030,,SPACER,2497,Line,V,OTHER,TS,Troubleshooting,N,2,0,15,2.6,362,0,Low,Troubleshot spacer for reported condition: other. SDR discrepancy: #2 POWER FEEDER WIRE STAR SPACERS NOT INSTALLED PROPERLY UNDER SADDLE CLAMPS. NO. 2 IDG POWER FEEDER ELECTRICAL WIRING I
WO004411,DALA2025012400611,,CONTROLLER,2131,Line,OP,FAILED,R&R,Remove & Replace,N,4,1,11,4.2,268,0,High,Removed and replaced controller; performed operational test. SDR discrepancy: SHIP 3757 -DIV/PRESS- DIVERTED TO DTW DUE TO BOTH AUTO PRESSURIZATION CONTROLLERS INOP. CORRECTIVE ACTION: MAINTENANCE F
WO004412,DALA2025020400857,,FLOORBEAM,5315,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,8,23.3,210,0,Low,"Removed corrosion on floorbeam; treated and protected area. SDR discrepancy: (LOG 0789626) CORROSION ON FLOOR STRUCTURE SUPPORTS (3EA) AT STA 950, RBL25,RBL50 AND LBL15 AT CPAX. FLOOR STRUCTURE SUP"
WO004413,SWAA2025012789680,,PANEL,5320,Base,V,CRACKED,RPR,Repair,N,22,0,13,18.3,334,0,Low,Repaired panel for condition: cracked; tested serviceable. SDR discrepancy: AFT CARGO PANEL 141BW HAS A CRACK ON THE LOWER TRANSITIONAL EDGE.<[01] REPAIRED AFT CARGO PANEL 141BW IN REF TO AMM 50-1
WO004414,SWAA2025012789249,,FLASHLIGHT,2560,Line,OP,OTHER,R&R,Remove & Replace,N,2,1,7,1.9,170,0,High,Removed and replaced flashlight; performed operational test. SDR discrepancy: COCKPIT FLASHLIGHT DID NOT TEST<[01] REMOVED AND REPLACED FLIGHT DECK FLASHLIGHT IAW AMM 25-64-00. OPS CK GOOD.
WO004415,DALA2025013100756,,SEAT TRACK,5347,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,15,18.3,378,0,Low,Removed corrosion on seat track; treated and protected area. SDR discrepancy: (LOG 0785568) RH OB SEAT TRACK AT BS 520 HAS DAMAGED SCALLOP. REMOVED AND REPLACED SEAT TRACK SECTION AT RH OB FROM BS 5
WO004416,DALA2025020400853,,FLOOR SUPPORT,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,1,10,15.3,258,0,High,"Removed corrosion on floor support; treated and protected area. SDR discrepancy: (LOG 0789103) FWD CABIN FLOOR STRUCTURE, CORROSION ON FLOOR SUPPORT BEAM, STA 340 LBL13. DOT 003. I-29. REMOVED AND REPL"
WO004417,DALA2025020400854,,FLOOR SUPPORT,5320,Base,V,CORRODED,CORR,Corrosion Removal,N,18,0,9,24.9,234,0,Low,Removed corrosion on floor support; treated and protected area. SDR discrepancy: (LOG 0789250) CORROSION ON LEFT LOWER SILL FROM STA 294 TO STA 360 AT PASSENGER CABIN FLOOR STRUCTURE. LEFT LOWER SILL F
WO004418,CALA2025010601788,1074926,BLEED VALVE,7532,Overnight,OP,FAILED,R&R,Remove & Replace,N,4,1,0,5.1,4,0,High,Removed and replaced bleed valve; performed operational test. SDR discrepancy: LEFT ENGINE BLEED SITTIN G AT 5 PSI IN FLIGHT. CYCLED LEFT BLEED W/NO SUCCESS. DEBRIEFED INBOUND FLIGHT CREW - LEFT ENGI
WO004419,SWAA2025010682671,,PANEL,5320,Base,OP,CRACKED,RPR,Repair,N,22,0,14,27.2,358,0,Low,Repaired panel for condition: cracked; tested serviceable. SDR discrepancy: AFT CARGO PANEL 141BW HAS MUTIPLE CRACKS COMING FROM CAPSTRIP AREA ACCOMPLISHED REPAIR PER EA M-21-125-00669 REF. TTG8Q0
WO004420,2025F00039,453329039,HEAT EXCHANGER,7261,Overnight,OP,LEAKING,RPR,Repair,N,3,0,0,2.9,3,0,Medium,Repaired heat exchanger for condition: leaking; tested serviceable. SDR discrepancy: DURING CRUSE ENG 2 SHOW LOW OIL QTY (790 045 53)
WO004421,CALA2025010900064,767,LAMP,3350,Line,OP,FAILED,R&R,Remove & Replace,N,4,1,0,4.9,4,0,High,Removed and replaced lamp; performed operational test. SDR discrepancy: R1 EMERGENCY EXIT LIGHT INOP. SUPPORT TASK NSA EMX NR 00037. REPLACED LAMP.
WO004422,CALA2025011001858,ADD71701100,BATTERY PACK,3350,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,0,4.1,4,0,High,Removed and replaced battery pack; performed operational test. SDR discrepancy: EMERGENCY LIGHT BATTERY PACK M1694 FAILED CAPACITY CHECK. EMERGENCY LIGHTING SYSTEM FUNCTIONAL CHECK (INTERIOR AND EXTER
WO004423,CALA2025011301870,,COFFEEMAKER,2530,Line,V,OTHER,R&R,Remove & Replace,N,2,0,10,1.6,242,0,Low,"Removed and replaced coffeemaker; performed operational test. SDR discrepancy: CM420 UNLOCKED, SLIDING OFF THE RAIL. FOUND COFFEE MAKER 420 UNLOCKED AND SLIDING ON THE RAIL. RESECURED COFFEE MAKER 42"
WO004424,SCNA20250131042,,CIRCUIT BREAKER,3350,Line,OP,FAILED,R&R,Remove & Replace,N,4,1,11,5.3,268,0,High,Removed and replaced circuit breaker; performed operational test. SDR discrepancy: DEFECT 792591: EMERGENCY EXIT LIGHT ILLUMINATED NOTED IN ARMED SWITCH POSITION OVER LEFT EMER EXIT. RESOLUTION: FOUND L 
WO004425,AALA202501139787,141A6536U20,BEAM,5210,Line,V,CRACKED,RPR,Repair,N,12,0,0,14.1,12,0,High,Repaired beam for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN R1 DOOR LOWER MAIN BEAM. REPLACED DOOR BEAM PER SRM 52-10-02-01 AND CMM 52-41-05.
WO004426,SWAA2025011385397,,SCREW,2565,Line,OP,OTHER,R&R,Remove & Replace,N,2,1,12,2.4,290,0,High,Removed and replaced screw; performed operational test. SDR discrepancy: SCREW MISSING ON FWD ENTRY DOOR SLIDE COVER<[01] INSTALLED SCREW PER SIP
WO004427,AALA202501145414,,HOLDER,3350,Line,V,OTHER,R&R,Remove & Replace,N,2,0,10,2.1,242,0,Low,Removed and replaced holder; performed operational test. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: EMERGENCY EXIT LIGHT HOUSING HANGING FROM SEAT 31C. REMOVED AND REPLACED EMERGENCY EXIT LIGHT
WO004428,AALA202501145094,,HINGE,5344,Base,OP,OTHER,RPR,Repair,N,12,0,10,14.5,252,0,Low,Repaired hinge for condition: other; tested serviceable. SDR discrepancy: AIRCRAFT WAS NOT GROUNDED: LAVATORY-2L DOOR HARD TO OPEN AND CLOSE. ADJUSTED LAVATORY-D BI-FOLD DOOR AT HINGE MOUNTING P
WO004429,CALA2025011500123,147A550611,FLOORBEAM,5315,Base,OP,CORRODED,CORR,Corrosion Removal,N,18,1,0,22.6,18,0,High,Removed corrosion on floorbeam; treated and protected area. SDR discrepancy: FLOORBEAM AT STA 986.5 R/H FASTENER HOLE HAS CORROSION. ACCOMPLISHED FLOOR BEAM REPAIR AT STA 986.5 RBL 43.5 IAW SRM 53-
WO004430,CALA2025011500127,141A8370U13,DOOR FRAME,5310,Base,V,CRACKED,RPR,Repair,N,22,0,0,29.8,22,0,High,Repaired door frame for condition: cracked; tested serviceable. SDR discrepancy: DURING NDT INSPECTION PER EA 5310-07694 REV C FOUND CRACK FRAME AT R1 DOOR FWD CUTOUT.
WO004431,CALA2025011501913,1400252,TRANSDUCER,3241,Line,OP,FAILED,R&R,Remove & Replace,N,4,1,0,4.8,4,0,High,"Removed and replaced transducer; performed operational test. SDR discrepancy: ANTI SKID INOP LIGH CAME ON AFTER TAKEOFF AND WENT OUT AFTER AB OUT 25 MINUTES SEE LOG PAGES 3520220, AND 3525590 FOR WH"
WO004432,SWAA2025020392108,,FLASHLIGHT,2560,Line,OP,FAILED,R&R,Remove & Replace,N,4,0,12,4.1,292,0,Low,Removed and replaced flashlight; performed operational test. SDR discrepancy: AFT RIGHT FLASH LIGHT NO WORKING<[01] REMOVED AND REPLACED AFT RIGHT INBD EMERGENCY FLASHLIGHT PER AMM 25-64-00. THIS CL
WO004433,CALA2025022400413,141A5410105,FLOOR SUPPORT,5320,Base,V,CRACKED,RPR,Repair,N,22,0,0,24.3,22,0,High,Repaired floor support for condition: cracked; tested serviceable. SDR discrepancy: FWD CABIN WET AREA FLOOR SUPPORT INTERCOSTAL CRACKED AT FASTENER HOLE LBL 30 BETWEEN STA 312 AND 328. REMOVED AND REPLAC
WO004434,SWAA2025020584632,,SUPPORT BRACKET,5330,Base,OP,CRACKED,RPR,Repair,N,22,0,10,25.0,262,0,Low,Repaired support bracket for condition: cracked; tested serviceable. SDR discrepancy: CRACK ON SUPPORT BRACKET LOCATED BS 867 BTW STR 2R TO STR 3R AT PASSENGER CABIN 2024-779426<[01] REPLACED SUPPORT BRACKE
WO004435,AALA202501217264,141A5410139,FLOOR SUPPORT,5320,Base,V,CRACKED,RPR,Repair,N,22,0,0,29.0,22,0,High,Repaired floor support for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN FLOOR STRUCTURE INTERCOSTAL BETWEEN STA 285 AND STA 294.5 AT BL 0
WO004436,AALA202501216431,,FLOOR SUPPORT,5320,Base,V,CRACKED,RPR,Repair,N,22,0,11,25.1,286,0,Low,Repaired floor support for condition: cracked; tested serviceable. SDR discrepancy: AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN FLOOR INTERCOSTAL LOCATED FROM STA 380 TO STA 400 AT BL 0. REPLAC
WO004437,AALA202501309860,,CHECK VALVE,2820,Overnight,OP,LEAKING,RPR,Repair,N,4,0,11,5.4,268,0,Low,Repaired check valve for condition: leaking; tested serviceable. SDR discrepancy: AIRCRAFT WAS GROUNDED: RIGHT MAIN FUEL TANK INCREASED FUEL BY 400-500 LBS DURING FLIGHT WITH NO CHANGE IN FUEL PANEL CON
