OperatorControlNumber,DifficultyDate,SubmissionDate,OperatorDesignator,SubmitterDesignator,SubmitterTypeCode,ReceivingRegionCode,ReceivingDistrictOffice,SDRType,JASCCode,NatureOfConditionA,NatureOfConditionB,NatureOfConditionC,PrecautionaryProcedureA,PrecautionaryProcedureB,PrecautionaryProcedureC,PrecautionaryProcedureD,StageOfOperationCode,HowDiscoveredCode,RegistryNNumber,AircraftMake,AircraftModel,AircraftSerialNumber,AircraftTotalTime,AircraftTotalCycles,EngineMake,EngineModel,EngineSerialNumber,EngineTotalTime,EngineTotalCycles,PropellerMake,PropellerModel,PropellerSerialNumber,PropellerTotalTime,PropellerTotalCycles,PartMake,PartName,PartNumber,PartSerialNumber,PartCondition,PartLocation,PartTotalTime,PartTotalCycles,PartTimeSince,PartSinceCode,ComponentMake,ComponentModel,ComponentName,ComponentPartNumber,ComponentSerialNumber,ComponentLocation,ComponentTotalTime,ComponentTotalCycles,ComponentTimeSince,ComponentSinceCode,FuselageStationFrom,FuselageStationTo,StringerFrom,StringerFromSide,StringerTo,StringerToSide,WingStationFrom,WingStationFromSide,WingStationTo,WingStationToSide,ButtLineFrom,ButtLineFromSide,ButtlineTo,ButtlineToSide,WaterLineFrom,WaterLineTo,CrackLength,NumberOfCracks,CorrosionLevel,StructuralOther,Discrepancy
AALA202502257721,1/28/2025 0:00:00,2/25/2025 15:14:57,AALA,AALA,A,SW,21,A,5512,O,,,K,,,,IN,V,958AN,BOEING,737823,30091,67509.0,28571.0,,,,,,,,,,,BOEING,SKIN,,,CRACKED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,R STAB STA 120.30,"AIRCRAFT IN BASE MAINTENANCE: CRACK IN RIGHT HAND HORIZONTAL STABILIZER LOWER SKIN LOCATED AT STABILIZER STA 129.30, 9 INCHES FROM FRONT SPAR. REPAIRED SKIN PER SRM 55-10-01-2R-11."
SCNA20250127031S,1/24/2025 0:00:00,3/25/2025 16:43:18,SCNA,SCNA,A,GL,15,A,3520,G,,,G,B,A,,CR,O,804SY,BOEING,7378Q8,30689,73037.0,27862.0,,,,,,,,,,,,OXYGEN MASK,,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L1 DOOR FA MASK DIDN'T DEPLOY. EMERGENCY DECLARED. COMPLETED ALL T/S AND CLEANING OF BOTH AC PACKS ON NR0006. COMPLETED VISUAL INSPECTION OF CABIN O2 GENERATORS IAW B737 AMM 35-22-00-210-801, ALL GENERATORS DISCHARGED WITH THE EXCEPTION OF CABIN ROWS 9L/H, 18L/H, FWD LAV & AFT L/H LAV. COMPLETED CABIN PSU O2 GENERATOR REMOVAL & INSTALL IAW B737 AMM 35-22--11-000/400-801-001 COMPLETED ASU O2 GENERATOR REMOVAL & INSTALL ON L/H FWD, L/H & R/H AFT ASU'S, (R/H FWD NOT DISCHARGED) IAW B737 AMM 35-22-11-000/400-805-001 REMOVED AND REINSTALLED EMPTY LSU OXYGEN CYCLINDER PER SCA REP AFT RH LAV IS DEFERRED AND PART IS TO BE REPLACED AT MSP. COMPLETED INSPECTION OF ALL CABIN, F/A & LAV O2 MASKS IAW B737 AMM 25-22-31-- 210-801-001, NO DEFECTS NOTED COMPLETED CLEANING OF ALL CABIN F/A & LAV O2 MASKS IAW B737 AMM 35-22-31-100-801-001. COMPLETED PSU/ASU/LSU OXYGEN MASK PACKING IAW B737 AMM 35-22-31-100-801-001 ACTIVATED AND ARMED CABIN PSU O2 GENERATORS IAW B737 AMM 35-22-11-400-811-001 COMPLETED CABIN DEPRESSURIZATION CONDITIONAL INSPECTION IAW B737 AMM 05-51-81-210--801. GENERATOR R&R COMPLETED ON TASK STEP 2A. CONDITIONAL INSPECTION COMPLETED ON WIP STEP 6A."
SWAA2025012288070,1/21/2025 0:00:00,1/22/2025 15:55:43,SWAA,SWAA,A,SW,29,A,3350,L,,,K,,,,IN,C,8673F,BOEING,7378H4,36937,30202.0,14871.0,,,,,,,,,,,,BATTERY PACK,,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FWD AND AFT LH OVERWING EMERGENCY LIGHTS INOP<[01] CHANGED REASON CODE FOR REMOVAL FROM ROB TO CAUSE BY REQUEST FROM TRAVIS MCCLESTER X316070;[02] CERTIFIED;[03] REMOVED AND REPLACED EMERGENCY LIGHT BATTERY PACK AND OPS CHECK GOOD REF B737 AMM 33-51-06;[04] VERIFIED REMOVED AND REPLACED EMERGENCY LIGHT BATTERY PACK AND OPS CHECK GOOD REF B737 AMM 33-51-06
SWAA2025012382976,1/4/2025 0:00:00,1/23/2025 15:50:14,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,8673F,BOEING,7378H4,36937,30203.0,14872.0,,,,,,,,,,,BOEING,FLOOR SUPPORT,,,CRACKED,ZOEN 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAIN CABIN; 1 EACH FLOOR SUPPORT CRACKED AT BS 540 APPROX RBL-1. MARKED<[01] REMOVED; LOCATED; DRILLED AND INSTALLED FLOOR SUPPORT REF BAC DWG 143A5240-63 REV A. AND B737-NG SRM 51-40-02;[02] REMOVED; LOCATED; DRILLED AND INSTALLED FLOOR SUPPORT REF BAC DWG 143A5240-63 REV A. AND B737-NG SRM 51-40-02.. VERIFIED
SWAA2025022689545,1/25/2025 0:00:00,2/26/2025 15:50:45,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,8612K,BOEING,7378H4,36973,40176.0,19174.0,,,,,,,,,,,,ANGLE,,,CRACKED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRACK ANGLE FLOOR STRUCTURE LOCATED BETWEEN STA380 TO STA400 AND LBL13 AT PASSENGER CABIN 2025-81543<[01] REPLACED ANGLE FLOOR STRUCTURE LOCATED BETWEEN STA380 TO STA400 AND LBL13 AT PASSENGER CABIN AND FASTENERS IAW B737-800 SRM 51-10-02 ITEM 9 AND DWG:143A5400; SHEET: 138 AND 142; REV; -. SEE INDIVIDUAL SIGN OFF BELOW.;[02] CERTIFIED CORRECTIVE ACTION 1; COMPLETED
ASAA2025011755325,1/17/2025 0:00:00,1/17/2025 18:19:02,ASAA,ASAA,A,NM,2,A,5330,O,,,K,,,,IN,V,593AS,BOEING,737890,35107,60726.0,18373.0,,,,,,,,,,,BOEING,SKIN,148A33111,,CORRODED,ZONE 200,,,,,,,,,,,,,,,1088,1088,11.0,L,20.0,L,,,,,,,,,,,,,2.0,,"POSSIBLE CORROSION ON FUSELAGE SKIN BUTT SPLICE AT STA 1088 STGR 11L-18L SRXR430X. GROUNDED - YES. ACCOMPLISHED CATEGORY A MINOR REPAIR TO FUSELAGE SKIN PANELS 148A3311-1, AND 148A3820 AT STA 1088 STGR 11L-20L IAW EA 800-53EA-28104 REV 00 SRXR430X."
ASAA2025010955360,1/9/2025 0:00:00,1/21/2025 19:07:30,ASAA,ASAA,A,NM,2,A,5512,O,,,K,,,,IN,V,568AS,BOEING,737890,35183,60994.0,18363.0,,,,,,,,,,,BOEING,SKIN,182A400111,,CRACKED,ZONE 300,,,,,,,,,,,,,,,138.70,147.90,,,,,,,,,66.54,L,79.54,L,280.0,280.0,2.0,,,,"CRACK FOUND INBOARD OF STAB STA 138.70, 8"" FOWARD OF REAR SPAR. MARKED. GROUNDED - YES. CUT OUT DAMAGED AREA IAW B737 SRM 55-10-01-2R-11, LOCATED AND DRILLED REPAIR DOUBLER AND FILLER IAW B737 SRM 55-10-01-2R-11 ALODINED PRIMED REPAIR DOUBLER AND FILLER IAW B737 SRM 51-20-01 AND SOPM 20-43-03. INSTALLED REPAIR DOUBLER AND FILLER IAW B737 SRM 55-10-01-2R-11. APPLIED TOP COAT IAW B737-800 AMM 51-21-99/701. THIS IS A CATEGORY ""B"" REPAIR WITH AN INSPECTION THRESHOLD OF 56,000 TOTAL FLIGHT CYCLES WITH INTERVALS OF 9,000 FLIGHT CYCLES."
CALA2025012700200,1/23/2025 0:00:00,1/27/2025 2:20:47,CALA,CALA,A,GL,33,A,5320,O,,,K,,,,IN,O,26232,BOEING,737824,28942,77233.0,29458.0,,,,,,,,,,,BOEING,STRUCTURE,654A000134,,CORRODED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FWT WET AREA INNER CHORD HAS CORROSION AT STA 293 RBL 52. DOT 251-022 REF AAR N/R 9940374 REMOVED AND REPLACED INNER CHORD AT FWD WET AREA BETWEEN ST 293 TO STA 360 RBL 52 IAW SRM 51-40-02-06-0 AND DWG 141A2310 SHEET 9.
ASAA2025012155495,1/21/2025 0:00:00,1/27/2025 18:40:47,ASAA,ASAA,A,NM,2,A,3350,L,,,K,,,,IN,C,512AS,BOEING,737890,39043,58104.0,17398.0,,,,,,,,,,,,POWER SUPPLY,D71702001,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMERGENCY LIGHTS ASSOCIATED WITH POWER SUPPLY M1676 ARE INOP. GROUNDED - YES. REMOVED AND REPLACED POWER SUPPLY M1676 S/N 130677 IAW B737-NG AMM 33-51-960-806. OPS CHECK GOOD.
CALA2025012100152,1/16/2025 0:00:00,1/22/2025 11:06:05,CALA,CALA,A,GL,33,A,5313,O,,,K,,,,IN,O,18223,BOEING,737824,28932,78730.0,29175.0,,,,,,,,,,,BOEING,STRINGER,141A3531,,CORRODED,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AVIONICS COMPARTMENT BILGE AREA BTW STA 351 TO 360 STR 27R FOUND STRINGER CHANNEL CORRODED (REF. AAR NR 1000029441) REMOVED, REPLACED HAT SECTION ON STA 351 TO 360 STR 27R IAW B737 -800 SRM 53-00-03-2R-1 AND SRM 51-40-02-0G-0 (ESFR NO. 1038178)"
SWAA2025022887140,1/17/2025 0:00:00,2/28/2025 14:49:38,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,8608N,BOEING,7378H4,36638,40188.0,19212.0,,,,,,,,,,,BOEING,FLOOR SUPPORT,,,CORRODED,ZONE 200,,,,,,,,,,,,,,,995,,,,,,,,,,38,L,,,,,,,,,AFT WET AREA; BS 995 LBL 38 +/- WEB CORRODED AT FASTENER. AS MARKED. <[01] REMOVED AND REPLACED FLOOR SUPPORT PN:147A5710U1 AT STA. 995 LBL 38. IAW B737-800 SRM 51-40-02 AND BOEING DWG. NO. 147A5700 REV:A; [02] REMOVED AND REPLACED FLOOR SUPPORT PN:147A5710U1 AT STA. 995 LBL 38. IAW B737-800 SRM 51-40-02 AND BOEING DWG. NO. 147A5700 REV:A.
CALA2025012100149,1/16/2025 0:00:00,1/22/2025 11:06:05,CALA,CALA,A,GL,33,A,5320,O,,,K,,,,IN,V,77518,BOEING,737824,31605,51245.0,18480.0,,,,,,,,,,,BOEING,FLOOR SUPPORT,141A54103,,CRACKED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAIN CABIN FWD WET AREA INTERCOSTAL CRACK AT BL 0"" BETWEEN STA 277-294.5 REF AAR N/R 9937071 REMOVED AND REPLACED INTERCOSTAL AT STA 277-294.5132011 MAIN CABIN IAW B737-800 SRM 51-40-02-0G-0 AND DW01# 141A5400"
ASAA2025011155645,1/11/2025 0:00:00,2/3/2025 18:09:00,ASAA,ASAA,A,NM,2,A,5310,O,,,K,,,,IN,V,514AS,BOEING,737890,35193,56288.0,16721.0,,,,,,,,,,,BOEING,STRAP,146A812814,,CORRODED,ZONE 100,,,,,,,,,,,,,,,767+5,847+15,26.0,R,26.0,R,,,,,,,,,155.0,155.0,,,2.0,,"AFT CARGO DOOR CUTOUT HAS CORROSION AROUND SCREW HOLES,AND OTHER SPOTS ON FLOOR STRUCTURE BEHIND THE SILL WEB PANEL. CIRCLED IN RED. GROUNDED - YES. AFTER FURTHER EVALUATION, CORROSION FOUND ON PREVIOUS REPAIR. NO ALLOWABLE DAMAGE LIMITS FOUND. REMOVED ADDITIONAL CORROSION FROM THE AFT PIT LOWER DOOR SILL STRAP IAW B737-800 SRM 53-60-15-1A-1. ORIG. THICKNESS IS .100"" IAW B737-800 SRM 53-60-15-0I-1. REMOVED .011"". REMAINING THICKNESS IS .089"" AND IS FOUND TO BE OUT OF LIMITS IAW B737-800 SRM 53-60-15-1A-1. REMOVED PREVIOUS REPAIR EA: 800-53EA-21194 REV:00 AND REMOVED AND REPLACED AFT PIT LOWER DOOR SILL STRAP IAW B737-800 SRM 51-40-02 AND B737-800 SRM 51-40-05. REPAIR EA: 800-53EA-21194 REV:00 NO LONGER REQUIRED."
ASAA2025011355649,1/13/2025 0:00:00,2/3/2025 18:09:01,ASAA,ASAA,A,NM,2,A,5320,O,,,K,,,,IN,V,514AS,BOEING,737890,35193,56288.0,16721.0,,,,,,,,,,,BOEING,FLOOR SUPPORT,141A5410149,,CORRODED,ZONE 200,,,,,,,,,,,,,,,328,344,17.0,L,17.0,R,,,,,,,,,208.0,208.0,,,2.0,,CORROSION FOUND IN HOLES (3 EACH) ON PANEL BREAK BETWEEN STATION 328 AND STATION 344 BUTT LINE 10. GROUNDED - YES. REMOVED AND REPLACED INTERCOSTAL BETWEEN STA 328 TO 344 BUTT LINE 10 IAW B737-800 SRM 51-40-02.
CALA2025012702077,1/27/2025 0:00:00,1/27/2025 9:36:55,CALA,CALA,A,GL,33,A,2560,O,,,O,,,,TX,O,76514,BOEING,737824,31626,52948.0,18733.0,,,,,,,,,,,,GIRT BAR,,,DETACHED,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WHEN THE PAX ENTRY DOOR WAS OPENED THE GIRT BAR CAME OUT OF THE DISARMED BRACKET AND JAMMED INSPECTED LEFT FWD DOOR SLIDE AND GIRT BAR FOR DAMAGE NONE NOTED, CHECKED OPERATION OF GIRT BAR WITH NO DEFECTS, A/C OK TO CONTINUE. VERIFIED RII REQUIREMENTS FOR L1 DOOR SLIDE SECURITY PER AAM 09-25-05"
CALA2025012700216,1/24/2025 0:00:00,1/27/2025 2:20:51,CALA,CALA,A,GL,33,A,5320,O,,,K,,,,IN,V,77518,BOEING,737824,31605,51245.0,18480.0,,,,,,,,,,,BOEING,FLOOR SUPPORT,143A524036,,CRACKED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAIN CABIN WING CENTER SECTION AT STA 540 BL 0 FLOOR SUPPORT IS CRACK REF AAR N/R 9936925 REMOVED AND REPLACED CRACKED FLOOR SUPPORT AT MAIN CABIN WING CENTER SECTION STA 540 BL 0 AS PER AIOC 53-42-11-66 AND SRM 51-40-02-0G-0.
CALA2025011601919,1/16/2025 0:00:00,1/16/2025 8:30:24,CALA,CALA,A,GL,33,A,2564,O,,,K,,,,IN,V,33286,BOEING,737824,31600,63579.0,23488.0,,,,,,,,,,,,LIFE RAFT,64356101,,EXPIRED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"INFLATABLE LIFE RAFT INSPECTION {B737-25-3-1065} - FWD CABIN LIFE RAFT OVHL DUE DATE JAN 2025 REMOVED AND REPLACED FWD CABIN LIFE RAFT REF AMM 25-64-00.PARTS USED: 58-2581-9-0001, QTY :1 ROTABLE PARTS CHANGE WAS INDICATED - TT # 1392371 SN OFF 545RAFT, 56 PERSON OFF 58-2581-9-0001 5458 ON 58-2581-9-0001 3590"
SWAA2025030387860,1/21/2025 0:00:00,3/3/2025 15:56:21,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,8608N,BOEING,7378H4,36638,40188.0,19212.0,,,,,,,,,,,BOEING,PANEL,,,CORRODED,ZONE 100,,,,,,,,,,,,,,,737,807,,,,,,,,,,,,,,,,,,,[DOT: Z041] AFT CARGO FLOOR BETWEEN STA 727C AND STA 807; LEFT TRANSITION PANEL CORRODED NUMEROUS PLACES AS MARKED.
SCNA20250127029,1/24/2025 0:00:00,1/27/2025 16:27:50,SCNA,SCNA,A,GL,15,A,2130,G,J,,B,A,,,CR,O,804SY,BOEING,7378Q8,30689,73037.0,27862.0,,,,,,,,,,,,HEAT EXCHANGER,,,DIRTY,ZONE 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CABIN DEPRESSURIZATION. BOTH PACK LIGHTS CAME ON, QRH CLEARED LIGHTS THEN THEY CAME ON AGAIN AT 1000MSL. PERFORMED DCPC BITE, FIM 21-53 TASK 820, FIM 21-31 TASK 803 NO FAULTS FOUND. C/W AMM 21-51-03-160-811 & TASK CARDS 21000001 & 21000002 HEAT EXCHANGER CLEANING. OPS CHECKS NORMAL. AMM 21-00-00-00-040-804 MMEL 21-1 DDG RESTORATION C/W. THIS CLEARS MEL 21-1-1-F"
DALA2025020400866,1/31/2025 0:00:00,2/4/2025 16:07:34,DALA,DALA,A,SO,27,A,5330,O,,,K,,,,IN,V,375DA,BOEING,737832,29623,79177.0,32566.0,,,,,,,,,,,BOEING,SKIN,,,CORRODED,ZONE 100,,,,,,,,,,,,,,,1016,,21.0,L,22.0,L,,,,,,,,,,,,,2.0,,"(LOG 6976703) CORROSION FOUND AT STA 1016 STR 21L & 22L. PERFORMED CUTOUT OF DAMAGED AREA, LOCATED AND DRILLED FABRICATED REPAIR PART. ALL PARTS ALODINED AND PRIMER APPLIED IAW 737 SRM 53-70-01.(2422056) C/W HFEC & LFEC IAW B737SRM 53-70-01-2R PROCEDURE 4. INSTALLED REPAIR DOUBLER, TRIPLER AND FILLER PER B737 SRM 53-70-01(2422056) PERFORMED RII OF REPAIR INSTALLATION AT F.S. 1016 STR 21L & 22L PER B737 SRM 53-70-01."
DALA2025012800675,1/25/2025 0:00:00,1/28/2025 14:58:31,DALA,DALA,A,SO,27,A,5315,O,,,K,,,,IN,V,3741S,BOEING,737832,30487,74017.0,29533.0,,,,,,,,,,,BOEING,FLOORBEAM,,,CORRODED,ZONE 200,,,,,,,,,,,,,,,987,,,,,,,,,,48,R,48.0,L,,,,,2.0,,(LOG 0778916) CORROSION ON PREVIOUS REPAIR FLOOR BEAM UPPER CHORD STA 986.5 FROM 48RBL TO 48LBL AT PASSENGER CABIN. FLOOR BEAM UPPER CHORD STA 986.5 FROM 48RBL TO 48LBL AT PASSENGER CABIN WAS REPAIRED PER B737-800 SRM 53-70-51-2R REPAIR 4.
DALA2025010600096,1/3/2025 0:00:00,1/6/2025 13:05:32,DALA,DALA,A,SO,27,A,5320,O,,,K,,,,IN,V,3740C,BOEING,737832,30800,71276.0,30968.0,,,,,,,,,,,BOEING,FLOOR SUPPORT,,,CORRODED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,(LOG 0743454) CORROSION ON FLOOR SUPPORT BTW STA 312 TO STA 324 AND RBL 12 AT CABIN PAX. FLOOR SUPPORT BTW STA 312 TO STA 324 AND RBL 12 AT CABIN PAX WAS REPLACED PER B737-800 SRM 51-40-02-0G.
CALA2025010601787,1/3/2025 0:00:00,1/6/2025 11:49:18,CALA,CALA,A,GL,33,A,3418,O,,,A,,,,CR,O,33209,BOEING,737824,30581,74748.0,27797.0,,,,,,,,,,,BFGOODRICH,AOA,0861FL1,10213,FAULTED,ZONE 100,44739.0,16079.0,3145.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SPD LIM FLAG INTERMITTENT ON CA PFD PREFORMED A SELF TEST ON SYMD 1; LRU PASSED. INTERROGATED LRU FOR HISTORY & EXISTED FAULTS, IT SHOWED AOA SIG ERROR, FMC INACTIVE. SEE PIC FOR ADDTIONAL INFO. REF FIM 27-32 TASK 801; 27-32 TASK 831. ACP SMYD 1 BITE CHK SHOWS NO CURRENT FAULTS,PREVIOUS LEG 0 SHOWS FAULT LEFT AOA FAULT,ACP FIM 27-32 TASK 839 DID LEFT AOA SYS TEST,TESTED GOOD WIRING CHKS FROM T433 TO SMYD 1 ,WIRES CHK GOOD ,REPLACED LEFT AOA REF AMM 34-21-05-400-801 ACP OPS CHECKS ADD EMP:U104896 REF AMM 34-21-05-730-801,TESTED GOOD"
AALA202502053668,1/22/2025 0:00:00,2/5/2025 15:23:53,AALA,AALA,A,SW,21,A,5753,O,,,K,,,,IN,V,823NN,BOEING,737823,29560,44571.0,18877.0,,,,,,,,,,,BOEING,WEDGE,113A2550603,,DELAMINATED,ZONE 500 FLAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: LEFT HAND WING INBOARD FLAP TRAILING EDGE WEDGE LOWER SURFACE IS DELAMINATED. REMOVED AND INSTALLED NEW WEDGE ASSEMBLY ON LEFT HAND WING INBOARD FLAP. PER B737-NG SRM 51-40-02-0G.
SWAA2025010682387,1/1/2025 0:00:00,1/6/2025 15:54:56,SWAA,SWAA,A,SW,29,A,3350,O,,,K,,,,IN,V,8617E,BOEING,7378H4,36912,37731.0,18112.0,,,,,,,,,,,,SIGN,,,DETACHED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXIT ROW SIGN FELL DOWN CENTER OVERHEAD<[01] RESECURED EXIT ROW SIGN AND OPS CHK GOOD IAW AMM 33-51-00. A/C OK FOR SERVICE.
SWAA2025010783092,1/5/2025 0:00:00,1/7/2025 15:41:55,SWAA,SWAA,A,SW,29,A,3350,L,,,K,,,,IN,C,8534Z,BOEING,7378H4,63578,25232.0,12578.0,,,,,,,,,,,,BATTERY PACK,,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMERGENCY EXIT LIGHT BATTERY PACK M1676 WILL NOT CHARGE. REMOVED AND REPLACED BATTERY PACK IAW AMM 33-51-06-960-805. OPS CHECK GOOD.
SCNA20250110010,1/10/2025 0:00:00,1/10/2025 9:49:19,SCNA,SCNA,A,GL,15,A,3350,O,,,K,,,,IN,V,816SY,BOEING,7378Q8,30637,72399.0,25944.0,,,,,,,,,,,,LIGHT,,,DETACHED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFECT 794782: AC RIGHT ROW 12 EMERGENCY TRACK LIGHTING SEPERATING FROM FLOOR. RESOLUTION: RESECURED EMER. TRACK LIGHTING REF AMM 33-51-16.
DALA2025011000216,1/4/2025 0:00:00,1/10/2025 11:34:46,DALA,DALA,A,SO,27,A,3350,O,,,K,,,,IN,V,3772H,BOEING,737832,30823,46208.0,17383.0,,,,,,,,,,,,LIGHT,,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(LOG 6962036) SEAT 24D EMERGENCY LIGHT ESCAPE PATH INOP. REMOVED AND REPLACED SEAT 24D EMERGENCY LUMINATOR PROXIMITY LIGHT ASSY IAW B737 AMM 33-19. OPS CHK GOOD.
SWAA2025012885012,1/10/2025 0:00:00,1/28/2025 15:08:56,SWAA,SWAA,A,SW,29,A,5321,O,,,K,,,,IN,V,8679A,BOEING,7378H4,36932,29800.0,14689.0,,,,,,,,,,,BOEING,FLOOR PANEL,,,PULLED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABIN FLOOR PANEL 231ZF IS DENTED/DAMAGED/ PULLED FIBERS<[01] REMOVED & REPLACED CABIN FLOOR PANEL 231ZF AS PER AMM 53-21-00.;[02] VERIFIED. REMOVED & REPLACED CABIN FLOOR PANEL 231ZF AS PER AMM 53-21-00.
SWAA2025012885009,1/10/2025 0:00:00,1/28/2025 15:08:55,SWAA,SWAA,A,SW,29,A,5321,O,,,K,,,,IN,V,8679A,BOEING,7378H4,36932,29800.0,14689.0,,,,,,,,,,,BOEING,FLOOR PANEL,,,PULLED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABIN FLOOR PANEL 241AF IS DENTED/DAMAGED/ PULLED FIBERS<[01] REMOVED & REPLACED CABIN FLOOR PANEL 241AF AS PER AMM 53-21-00.;[02] VERIFIED. REMOVED & REPLACED CABIN FLOOR PANEL 241AF AS PER AMM 53-21-00.
SWAA2025012890448,1/28/2025 0:00:00,1/28/2025 15:08:59,SWAA,SWAA,A,SW,29,A,3350,O,,,K,,,,TX,V,8633A,BOEING,7378H4,36905,35735.0,17354.0,,,,,,,,,,,BOEING,SIGN,,,LOOSE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OVERWING LOWER EXIT SIGN CAP FELL OFF DURING DEBOARDING <[01]. INSTALLED EXIT SIGN PER AMM 33-51-01.
AALA202501153070,1/14/2025 0:00:00,1/15/2025 14:31:37,AALA,AALA,A,SW,21,A,2820,O,,,K,,,,NR,O,301NW,BOEING,737823,33342,23936.0,10312.0,,,,,,,,,,,,FUEL FILTER,,,CLOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS NOT GROUNDED: LEFT FUEL FILTER BYPASS LIGHT CAME ON, LIGHT WENT OUT AFTER LEFT ENGINE SHUTDOWN AT THE GATE. REMOVE AND REPLACED LEFT ENG FUEL FILTER AND TIGHTENED BYPASS SWITCH CANNON PLUG. OPERTIONAL AND LEAK CHECKED GOOD. PER MM 73-11-02."
SWAA2025020584052,1/7/2025 0:00:00,2/5/2025 14:53:31,SWAA,SWAA,A,SW,29,A,5320,O,,,K,,,,IN,V,8611F,BOEING,7378H4,36892,40621.0,19284.0,,,,,,,,,,,BOEING,SUPPORT,,,CORRODED,ZONE 100,,,,,,,,,,,,,,,500C,500E,,,,,,,,,21,L,,,,156.0,,,,,CORROSION ON SUPPORT ZEE LOCATED BTW BS500C TO BS500E LBL21 AND WL156 AT FWD CARGO COMPARTMENT 2024-779359<[01]. THE DAMAGE WAS REPAIRED PER SRM 53-00-53-2R-5 (REPAIR 5) AND EA M-22-153-01550; [02] CORRECTED STEP 1: THE DAMAGE WAS REPAIRED PER SRM 53-00-53-2R-5 (REPAIR 5) AND EA M-22-153-01550 SEE INDIVIDUAL SING OFFS BELOW.; [03] THE DAMAGE WAS REPAIRED PER SRM 53-00-53-2R-5 (REPAIR 5) AND EA M-22-153-01550 SEE INDIVIDUAL SING OFFS BELOW. RII CERTIFIED.
SWAA2025020586179,1/15/2025 0:00:00,2/5/2025 14:53:33,SWAA,SWAA,A,SW,29,A,3350,O,,,K,,,,IN,C,8611F,BOEING,7378H4,36892,40621.0,19284.0,,,,,,,,,,,,BATTERY PACK,,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOES NOT WORK CORRECTLY BATTERY PACK LOCATED ON FWD CEILING PANEL AT FWD GALLEY AREA CENTER POSITION 1 EA 2024-779534<[01] REPLACED BATTERY PACK LOCATED ON FWD CEILING PANEL AT FWD GALLEY AREA CENTER POSITION 1 EA IAW B737-800 AMM 33-51-06-960-805 PERFORMED OPERATIONAL TEST; TEST IS OK;[02] REPLACED BATTERY PACK LOCATED ON FWD CEILING PANEL AT FWD GALLEY AREA CENTER POSITION 1 EA IAW B737-800 AMM 33-51-06-960-805 PERFORMED OPERATIONAL TEST; TEST IS OK.
